Frequency, Amplitude
42417,71875  0,00004
42419,06250  0,00001
42420,41016  0,00001
42421,75781  0,00002
42423,10156  0,00004
42424,44922  0,00002
42425,79297  0,00002
42427,14062  0,00002
42428,48438  0,00001
42429,83203  0,00002
42431,17578  0,00002
42432,52344  0,00003
42433,86719  0,00002
42435,21484  0,00006
42436,55859  0,00005
42437,90625  0,00004
42439,25000  0,00003
42440,59766  0,00002
42441,94531  0,00003
42443,28906  0,00001
42444,63672  0,00000
42445,98047  0,00001
42447,32812  0,00003
42448,67188  0,00001
42450,01953  0,00002
42451,36328  0,00001
42452,71094  0,00006
42454,05469  0,00001
42455,40234  0,00001
42456,74609  0,00000
42458,09375  0,00000
42459,43750  0,00000
42460,78516  0,00006
42462,12891  0,00000
42463,47656  0,00006
42464,82422  0,00001
42466,16797  0,00001
42467,51562  0,00001
42468,85938  0,00003
42470,20703  0,00000
42471,55078  0,00001
42472,89844  0,00000
42474,24219  0,00001
42475,58984  0,00000
42476,93359  0,00001
42478,28125  0,00000
42479,62500  0,00001
42480,97266  0,00000
42482,31641  0,00003
42483,66406  0,00000
42485,00781  0,00002
42486,35547  0,00000
42487,70312  0,00000
42489,04688  0,00001
42490,39453  0,00001
42491,73828  0,00003
42493,08594  0,00002
42494,42969  0,00007
42495,77734  0,00005
42497,12109  0,00005
42498,46875  0,00003
42499,81250  0,00004
42501,16016  0,00004
42502,50391  0,00002
42503,85156  0,00003
42505,19531  0,00001
42506,54297  0,00004
42507,89062  0,00000
42509,23438  0,00005
42510,58203  0,00000
42511,92578  0,00002
42513,27344  0,00000
42514,61719  0,00005
42515,96484  0,00000
42517,30859  0,00004
42518,65625  0,00001
42520,00000  0,00004
42521,34766  0,00001
42522,69141  0,00005
42524,03906  0,00001
42525,38281  0,00001
42526,73047  0,00001
42528,07812  0,00001
42529,42188  0,00001
42530,76953  0,00005
42532,11328  0,00001
42533,46094  0,00007
42534,80469  0,00002
42536,15234  0,00005
42537,49609  0,00002
42538,84375  0,00006
42540,18750  0,00001
42541,53516  0,00001
42542,87891  0,00000
42544,22656  0,00000
42545,57031  0,00000
42546,91797  0,00001
42548,26172  0,00001
42549,60938  0,00000
42550,95703  0,00003
42552,30078  0,00004
42553,64844  0,00006
42554,99219  0,00005
42556,33984  0,00004
42557,68359  0,00006
42559,03125  0,00003
42560,37500  0,00006
42561,72266  0,00002
42563,06641  0,00005
42564,41406  0,00002
42565,75781  0,00000
42567,10547  0,00001
42568,44922  0,00002
42569,79688  0,00000
42571,14062  0,00004
42572,48828  0,00000
42573,83594  0,00003
42575,17969  0,00001
42576,52734  0,00005
42577,87109  0,00002
42579,21875  0,00001
42580,56250  0,00003
42581,91016  0,00003
42583,25391  0,00003
42584,60156  0,00000
42585,94531  0,00001
42587,29297  0,00002
42588,63672  0,00000
42589,98438  0,00002
42591,32812  0,00000
42592,67578  0,00001
42594,02344  0,00000
42595,36719  0,00002
42596,71484  0,00001
42598,05859  0,00003
42599,40625  0,00001
42600,75000  0,00004
42602,09766  0,00000
42603,44141  0,00003
42604,78906  0,00000
42606,13281  0,00009
42607,48047  0,00002
42608,82422  0,00002
42610,17188  0,00005
42611,51562  0,00005
42612,86328  0,00004
42614,21094  0,00000
42615,55469  0,00001
42616,90234  0,00010
42618,24609  0,00000
42619,59375  0,00002
42620,93750  0,00001
42622,28516  0,00003
42623,62891  0,00002
42624,97656  0,00003
42626,32031  0,00002
42627,66797  0,00001
42629,01172  0,00001
42630,35938  0,00002
42631,70312  0,00000
42633,05078  0,00001
42634,39453  0,00000
42635,74219  0,00003
42637,08984  0,00001
42638,43359  0,00000
42639,78125  0,00003
42641,12500  0,00003
42642,47266  0,00003
42643,81641  0,00000
42645,16406  0,00002
42646,50781  0,00004
42647,85547  0,00000
42649,19922  0,00003
42650,54688  0,00001
42651,89062  0,00004
42653,23828  0,00001
42654,58203  0,00002
42655,92969  0,00000
42657,27344  0,00001
42658,62109  0,00002
42659,96875  0,00004
42661,31250  0,00003
42662,66016  0,00005
42664,00391  0,00003
42665,35156  0,00006
42666,69531  0,00003
42668,04297  0,00004
42669,38672  0,00004
42670,73438  0,00006
42672,07812  0,00006
42673,42578  0,00001
42674,76953  0,00003
42676,11719  0,00002
42677,46094  0,00001
42678,80859  0,00000
42680,15625  0,00001
42681,50000  0,00000
42682,84766  0,00001
42684,19141  0,00007
42685,53906  0,00002
42686,88281  0,00005
42688,23047  0,00002
42689,57422  0,00006
42690,92188  0,00001
42692,26562  0,00005
42693,61328  0,00001
42694,95703  0,00001
42696,30469  0,00001
42697,64844  0,00001
42698,99609  0,00001
42700,34375  0,00005
42701,68750  0,00001
42703,03516  0,00004
42704,37891  0,00001
42705,72656  0,00004
42707,07031  0,00000
42708,41797  0,00005
42709,76172  0,00001
42711,10938  0,00002
42712,45312  0,00001
42713,80078  0,00005
42715,14453  0,00000
42716,49219  0,00004
42717,83594  0,00001
42719,18359  0,00002
42720,52734  0,00002
42721,87500  0,00003
42723,22266  0,00003
42724,56641  0,00003
42725,91406  0,00004
42727,25781  0,00006
42728,60547  0,00005
42729,94922  0,00004
42731,29688  0,00007
42732,64062  0,00000
42733,98828  0,00003
42735,33203  0,00001
42736,67969  0,00001
42738,02344  0,00002
42739,37109  0,00000
42740,71484  0,00003
42742,06250  0,00000
42743,40625  0,00001
42744,75391  0,00001
42746,10156  0,00001
42747,44531  0,00001
42748,79297  0,00001
42750,13672  0,00000
42751,48438  0,00001
42752,82812  0,00000
42754,17578  0,00003
42755,51953  0,00001
42756,86719  0,00001
42758,21094  0,00001
42759,55859  0,00006
42760,90234  0,00000
42762,25000  0,00006
42763,59375  0,00000
42764,94141  0,00000
42766,28906  0,00000
42767,63281  0,00001
42768,98047  0,00000
42770,32422  0,00006
42771,67188  0,00001
42773,01562  0,00002
42774,36328  0,00001
42775,70703  0,00003
42777,05469  0,00001
42778,39844  0,00001
42779,74609  0,00002
42781,08984  0,00002
42782,43750  0,00002
42783,78125  0,00003
42785,12891  0,00003
42786,47656  0,00006
42787,82031  0,00004
42789,16797  0,00003
42790,51172  0,00006
42791,85938  0,00000
42793,20312  0,00004
42794,55078  0,00000
42795,89453  0,00003
42797,24219  0,00002
42798,58594  0,00002
42799,93359  0,00004
42801,27734  0,00002
42802,62500  0,00002
42803,96875  0,00001
42805,31641  0,00004
42806,66016  0,00001
42808,00781  0,00005
42809,35547  0,00000
42810,69922  0,00003
42812,04688  0,00001
42813,39062  0,00006
42814,73828  0,00001
42816,08203  0,00003
42817,42969  0,00000
42818,77344  0,00005
42820,12109  0,00001
42821,46484  0,00006
42822,81250  0,00001
42824,15625  0,00001
42825,50391  0,00001
42826,84766  0,00003
42828,19531  0,00001
42829,53906  0,00001
42830,88672  0,00001
42832,23438  0,00005
42833,57812  0,00001
42834,92578  0,00000
42836,26953  0,00001
42837,61719  0,00003
42838,96094  0,00001
42840,30859  0,00001
42841,65234  0,00001
42843,00000  0,00002
42844,34375  0,00002
42845,69141  0,00006
42847,03516  0,00004
42848,38281  0,00003
42849,72656  0,00006
42851,07422  0,00001
42852,42188  0,00004
42853,76562  0,00001
42855,11328  0,00003
42856,45703  0,00004
42857,80469  0,00003
42859,14844  0,00006
42860,49609  0,00003
42861,83984  0,00004
42863,18750  0,00002
42864,53125  0,00004
42865,87891  0,00001
42867,22266  0,00001
42868,57031  0,00000
42869,91406  0,00004
42871,26172  0,00000
42872,60938  0,00002
42873,95312  0,00000
42875,30078  0,00005
42876,64453  0,00000
42877,99219  0,00005
42879,33594  0,00001
42880,68359  0,00004
42882,02734  0,00001
42883,37500  0,00005
42884,71875  0,00000
42886,06641  0,00004
42887,41016  0,00000
42888,75781  0,00006
42890,10156  0,00000
42891,44922  0,00001
42892,79297  0,00001
42894,14062  0,00005
42895,48828  0,00001
42896,83203  0,00006
42898,17969  0,00001
42899,52344  0,00002
42900,87109  0,00001
42902,21484  0,00001
42903,56250  0,00001
42904,90625  0,00005
42906,25391  0,00002
42907,59766  0,00003
42908,94531  0,00005
42910,28906  0,00002
42911,63672  0,00005
42912,98047  0,00002
42914,32812  0,00003
42915,67188  0,00007
42917,01953  0,00002
42918,36719  0,00002
42919,71094  0,00001
42921,05859  0,00003
42922,40234  0,00001
42923,75000  0,00001
42925,09375  0,00001
42926,44141  0,00007
42927,78516  0,00001
42929,13281  0,00002
42930,47656  0,00001
42931,82422  0,00003
42933,16797  0,00001
42934,51562  0,00004
42935,85938  0,00001
42937,20703  0,00004
42938,55469  0,00001
42939,89844  0,00003
42941,24609  0,00000
42942,58984  0,00003
42943,93750  0,00002
42945,28125  0,00002
42946,62891  0,00002
42947,97266  0,00001
42949,32031  0,00001
42950,66406  0,00004
42952,01172  0,00001
42953,35547  0,00003
42954,70312  0,00002
42956,04688  0,00001
42957,39453  0,00003
42958,74219  0,00006
42960,08594  0,00002
42961,43359  0,00001
42962,77734  0,00001
42964,12500  0,00004
42965,46875  0,00002
42966,81641  0,00002
42968,16016  0,00004
42969,50781  0,00003
42970,85156  0,00005
42972,19922  0,00004
42973,54297  0,00002
42974,89062  0,00003
42976,23438  0,00001
42977,58203  0,00002
42978,92578  0,00001
42980,27344  0,00001
42981,62109  0,00002
42982,96484  0,00005
42984,31250  0,00002
42985,65625  0,00001
42987,00391  0,00002
42988,34766  0,00005
42989,69531  0,00001
42991,03906  0,00006
42992,38672  0,00000
42993,73047  0,00003
42995,07812  0,00000
42996,42188  0,00004
42997,76953  0,00001
42999,11328  0,00002
43000,46094  0,00001
43001,80469  0,00003
43003,15234  0,00001
43004,50000  0,00003
43005,84375  0,00001
43007,19141  0,00004
43008,53516  0,00001
43009,88281  0,00001
43011,22656  0,00001
43012,57422  0,00001
43013,91797  0,00001
43015,26562  0,00001
43016,60938  0,00001
43017,95703  0,00006
43019,30078  0,00001
43020,64844  0,00002
43021,99219  0,00000
43023,33984  0,00003
43024,68750  0,00001
43026,03125  0,00002
43027,37891  0,00004
43028,72266  0,00003
43030,07031  0,00006
43031,41406  0,00005
43032,76172  0,00003
43034,10547  0,00002
43035,45312  0,00002
43036,79688  0,00003
43038,14453  0,00001
43039,48828  0,00004
43040,83594  0,00002
43042,17969  0,00003
43043,52734  0,00002
43044,87500  0,00005
43046,21875  0,00001
43047,56641  0,00001
43048,91016  0,00001
43050,25781  0,00002
43051,60156  0,00001
43052,94922  0,00000
43054,29297  0,00001
43055,64062  0,00003
43056,98438  0,00001
43058,33203  0,00001
43059,67578  0,00000
43061,02344  0,00001
43062,36719  0,00001
43063,71484  0,00003
43065,05859  0,00002
43066,40625  0,00000
43067,75391  0,00002
43069,09766  0,00001
43070,44531  0,00002
43071,78906  0,00003
43073,13672  0,00000
43074,48047  0,00003
43075,82812  0,00001
43077,17188  0,00003
43078,51953  0,00001
43079,86328  0,00007
43081,21094  0,00002
43082,55469  0,00001
43083,90234  0,00002
43085,24609  0,00000
43086,59375  0,00003
43087,93750  0,00004
43089,28516  0,00007
43090,63281  0,00005
43091,97656  0,00004
43093,32422  0,00001
43094,66797  0,00002
43096,01562  0,00006
43097,35938  0,00001
43098,70703  0,00004
43100,05078  0,00000
43101,39844  0,00004
43102,74219  0,00000
43104,08984  0,00001
43105,43359  0,00001
43106,78125  0,00004
43108,12500  0,00001
43109,47266  0,00000
43110,82031  0,00000
43112,16406  0,00002
43113,51172  0,00000
43114,85547  0,00003
43116,20312  0,00001
43117,54688  0,00000
43118,89453  0,00001
43120,23828  0,00003
43121,58594  0,00001
43122,92969  0,00001
43124,27734  0,00001
43125,62109  0,00002
43126,96875  0,00002
43128,31250  0,00002
43129,66016  0,00003
43131,00781  0,00001
43132,35156  0,00003
43133,69922  0,00003
43135,04297  0,00002
43136,39062  0,00000
43137,73438  0,00001
43139,08203  0,00006
43140,42578  0,00001
43141,77344  0,00000
43143,11719  0,00002
43144,46484  0,00002
43145,80859  0,00005
43147,15625  0,00004
43148,50000  0,00003
43149,84766  0,00002
43151,19141  0,00000
43152,53906  0,00005
43153,88672  0,00000
43155,23047  0,00002
43156,57812  0,00001
43157,92188  0,00001
43159,26953  0,00002
43160,61328  0,00006
43161,96094  0,00003
43163,30469  0,00004
43164,65234  0,00002
43165,99609  0,00002
43167,34375  0,00000
43168,68750  0,00004
43170,03516  0,00001
43171,37891  0,00003
43172,72656  0,00001
43174,07031  0,00003
43175,41797  0,00001
43176,76562  0,00001
43178,10938  0,00002
43179,45703  0,00004
43180,80078  0,00002
43182,14844  0,00003
43183,49219  0,00001
43184,83984  0,00004
43186,18359  0,00000
43187,53125  0,00001
43188,87500  0,00000
43190,22266  0,00000
43191,56641  0,00000
43192,91406  0,00003
43194,25781  0,00000
43195,60547  0,00001
43196,95312  0,00000
43198,29688  0,00004
43199,64453  0,00001
43200,98828  0,00002
43202,33594  0,00003
43203,67969  0,00003
43205,02734  0,00005
43206,37109  0,00005
43207,71875  0,00005
43209,06250  0,00003
43210,41016  0,00002
43211,75391  0,00005
43213,10156  0,00001
43214,44531  0,00000
43215,79297  0,00000
43217,14062  0,00004
43218,48438  0,00000
43219,83203  0,00000
43221,17578  0,00000
43222,52344  0,00001
43223,86719  0,00001
43225,21484  0,00004
43226,55859  0,00001
43227,90625  0,00003
43229,25000  0,00001
43230,59766  0,00005
43231,94141  0,00001
43233,28906  0,00001
43234,63281  0,00001
43235,98047  0,00002
43237,32422  0,00000
43238,67188  0,00003
43240,01953  0,00001
43241,36328  0,00004
43242,71094  0,00000
43244,05469  0,00002
43245,40234  0,00001
43246,74609  0,00004
43248,09375  0,00002
43249,43750  0,00005
43250,78516  0,00002
43252,12891  0,00002
43253,47656  0,00001
43254,82031  0,00003
43256,16797  0,00001
43257,51172  0,00004
43258,85938  0,00001
43260,20312  0,00001
43261,55078  0,00001
43262,89844  0,00003
43264,24219  0,00004
43265,58984  0,00004
43266,93359  0,00004
43268,28125  0,00001
43269,62500  0,00002
43270,97266  0,00007
43272,31641  0,00001
43273,66406  0,00001
43275,00781  0,00002
43276,35547  0,00004
43277,69922  0,00003
43279,04688  0,00001
43280,39062  0,00003
43281,73828  0,00002
43283,08594  0,00002
43284,42969  0,00002
43285,77734  0,00001
43287,12109  0,00000
43288,46875  0,00001
43289,81250  0,00003
43291,16016  0,00001
43292,50391  0,00000
43293,85156  0,00001
43295,19531  0,00002
43296,54297  0,00001
43297,88672  0,00002
43299,23438  0,00000
43300,57812  0,00000
43301,92578  0,00001
43303,27344  0,00004
43304,61719  0,00001
43305,96484  0,00001
43307,30859  0,00001
43308,65625  0,00003
43310,00000  0,00000
43311,34766  0,00005
43312,69141  0,00001
43314,03906  0,00005
43315,38281  0,00002
43316,73047  0,00001
43318,07422  0,00003
43319,42188  0,00006
43320,76562  0,00004
43322,11328  0,00005
43323,45703  0,00006
43324,80469  0,00002
43326,15234  0,00004
43327,49609  0,00000
43328,84375  0,00003
43330,18750  0,00008
43331,53516  0,00002
43332,87891  0,00004
43334,22656  0,00001
43335,57031  0,00003
43336,91797  0,00000
43338,26172  0,00003
43339,60938  0,00001
43340,95312  0,00001
43342,30078  0,00002
43343,64453  0,00000
43344,99219  0,00002
43346,33594  0,00002
43347,68359  0,00001
43349,03125  0,00002
43350,37500  0,00000
43351,72266  0,00001
43353,06641  0,00001
43354,41406  0,00002
43355,75781  0,00002
43357,10547  0,00001
43358,44922  0,00001
43359,79688  0,00002
43361,14062  0,00001
43362,48828  0,00000
43363,83203  0,00001
43365,17969  0,00005
43366,52344  0,00001
43367,87109  0,00003
43369,21875  0,00002
43370,56250  0,00003
43371,91016  0,00002
43373,25391  0,00002
43374,60156  0,00001
43375,94531  0,00002
43377,29297  0,00002
43378,63672  0,00006
43379,98438  0,00003
43381,32812  0,00005
43382,67578  0,00006
43384,01953  0,00000
43385,36719  0,00003
43386,71094  0,00003
43388,05859  0,00001
43389,40625  0,00002
43390,75000  0,00001
43392,09766  0,00006
43393,44141  0,00001
43394,78906  0,00000
43396,13281  0,00002
43397,48047  0,00001
43398,82422  0,00002
43400,17188  0,00002
43401,51562  0,00002
43402,86328  0,00004
43404,20703  0,00001
43405,55469  0,00003
43406,89844  0,00001
43408,24609  0,00002
43409,58984  0,00001
43410,93750  0,00002
43412,28516  0,00001
43413,62891  0,00004
43414,97656  0,00000
43416,32031  0,00003
43417,66797  0,00000
43419,01172  0,00006
43420,35938  0,00000
43421,70312  0,00005
43423,05078  0,00001
43424,39453  0,00001
43425,74219  0,00002
43427,08594  0,00004
43428,43359  0,00002
43429,77734  0,00000
43431,12500  0,00001
43432,46875  0,00001
43433,81641  0,00000
43435,16406  0,00003
43436,50781  0,00001
43437,85547  0,00005
43439,19922  0,00002
43440,54688  0,00004
43441,89062  0,00005
43443,23828  0,00001
43444,58203  0,00004
43445,92969  0,00004
43447,27344  0,00002
43448,62109  0,00001
43449,96484  0,00002
43451,31250  0,00007
43452,65625  0,00003
43454,00391  0,00001
43455,35156  0,00003
43456,69531  0,00003
43458,04297  0,00001
43459,38672  0,00004
43460,73438  0,00000
43462,07812  0,00001
43463,42578  0,00002
43464,76953  0,00002
43466,11719  0,00002
43467,46094  0,00003
43468,80859  0,00000
43470,15234  0,00003
43471,50000  0,00001
43472,84375  0,00003
43474,19141  0,00002
43475,53906  0,00003
43476,88281  0,00001
43478,23047  0,00003
43479,57422  0,00000
43480,92188  0,00002
43482,26562  0,00000
43483,61328  0,00007
43484,95703  0,00000
43486,30469  0,00001
43487,64844  0,00001
43488,99609  0,00003
43490,33984  0,00001
43491,68750  0,00002
43493,03125  0,00001
43494,37891  0,00007
43495,72266  0,00001
43497,07031  0,00003
43498,41797  0,00003
43499,76172  0,00003
43501,10938  0,00005
43502,45312  0,00001
43503,80078  0,00004
43505,14453  0,00004
43506,49219  0,00002
43507,83594  0,00001
43509,18359  0,00001
43510,52734  0,00001
43511,87500  0,00001
43513,21875  0,00006
43514,56641  0,00001
43515,91016  0,00004
43517,25781  0,00001
43518,60156  0,00001
43519,94922  0,00001
43521,29688  0,00006
43522,64062  0,00000
43523,98828  0,00004
43525,33203  0,00000
43526,67969  0,00005
43528,02344  0,00001
43529,37109  0,00004
43530,71484  0,00001
43532,06250  0,00005
43533,40625  0,00000
43534,75391  0,00006
43536,09766  0,00000
43537,44531  0,00002
43538,78906  0,00001
43540,13672  0,00004
43541,48438  0,00000
43542,82812  0,00000
43544,17578  0,00001
43545,51953  0,00005
43546,86719  0,00002
43548,21094  0,00004
43549,55859  0,00003
43550,90234  0,00005
43552,25000  0,00003
43553,59375  0,00004
43554,94141  0,00002
43556,28516  0,00002
43557,63281  0,00002
43558,97656  0,00003
43560,32422  0,00004
43561,67188  0,00001
43563,01562  0,00006
43564,36328  0,00005
43565,70703  0,00003
43567,05469  0,00002
43568,39844  0,00001
43569,74609  0,00001
43571,08984  0,00001
43572,43750  0,00002
43573,78125  0,00001
43575,12891  0,00000
43576,47266  0,00001
43577,82031  0,00006
43579,16406  0,00001
43580,51172  0,00001
43581,85547  0,00001
43583,20312  0,00003
43584,55078  0,00001
43585,89453  0,00002
43587,24219  0,00001
43588,58594  0,00005
43589,93359  0,00001
